ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
966.5,0.5021,NA,NA,NA,NA,402100,1.59,215600,0.7217,NA,NA,263.6,0.7722
710.4,0.6014,NA,NA,NA,NA,137200000,1.183,4937000,0.9927,NA,NA,372.5,0.6631
918.8,0.5003,NA,NA,NA,NA,4504,1.963,26790,0.9993,NA,NA,344,0.6937
1743,0.5205,NA,NA,NA,NA,1560000,1.973,17170000,1.853,NA,NA,778.1,0.557
1027,0.5004,NA,NA,NA,NA,3.00E+09,1.907,1370000,1.569,NA,NA,773.9,0.5392
790.4,0.5494,NA,NA,NA,NA,1.34E+08,0.9895,5686000,1.958,NA,NA,445.4,0.5712
841,0.5241,NA,NA,NA,NA,4797,1.706,283500000,1.214,NA,NA,427.1,0.5846
859.7,0.5354,NA,NA,NA,NA,91630000,1.706,1.25E+09,1.914,NA,NA,457.8,0.5501
972.5,0.5072,NA,NA,NA,NA,3232,1.326,2.39E+09,1.371,NA,NA,454.7,0.5236
815.8,0.5059,NA,NA,NA,NA,267800,1.664,8644000,1.462,NA,NA,641.9,0.5107
778,0.5481,NA,NA,NA,NA,39540000,0.8749,457000,1.613,NA,NA,525.4,0.514
667.7,0.5334,NA,NA,NA,NA,307500000,1.071,6117,1.495,NA,NA,514.9,0.5361
1002,0.5149,NA,NA,NA,NA,1.86E+09,1.491,1219,0.9357,NA,NA,452.3,0.5406
803,0.569,NA,NA,NA,NA,2.43E+09,0.5809,2245,0.6356,NA,NA,440.3,0.5601
589.2,0.5632,NA,NA,NA,NA,2285000,1.278,3581,0.607,NA,NA,390.8,0.6281
811.2,0.5145,NA,NA,NA,NA,5845000,0.5714,4039,0.5638,NA,NA,459.4,0.5047
1595,0.5028,NA,NA,NA,NA,4525000,0.6839,3647,0.5653,NA,NA,490.4,0.611
1483,0.5492,NA,NA,NA,NA,77900000,0.8185,4513,0.5461,NA,NA,378.4,0.5546
902.7,0.5759,NA,NA,NA,NA,445100000,1.259,5613,0.5344,NA,NA,413,0.5697
887.1,0.6505,NA,NA,NA,NA,1355000,1.464,3560,0.5959,NA,NA,607.2,0.5496
549.9,0.6476,NA,NA,NA,NA,292700000,1.427,4326,0.5349,NA,NA,483.9,0.5523
1110,0.5089,NA,NA,NA,NA,117200000,0.6473,7937,0.5101,NA,NA,525.9,0.5022
1334,0.5133,NA,NA,NA,NA,2041000,1.239,6056,0.5319,NA,NA,457.5,0.5384
618.8,0.5429,NA,NA,NA,NA,6.90E+09,0.9588,2987,0.5467,NA,NA,677,0.503
443.2,0.7457,NA,NA,NA,NA,430300000,0.9525,3664,0.7404,NA,NA,610,0.5244
820.6,0.5227,NA,NA,NA,NA,326400000,0.9306,3548,0.8436,NA,NA,507,0.5889
1362,0.5054,NA,NA,NA,NA,179900000,1.308,848.2,1.354,NA,NA,499.2,0.5263
1215,0.5431,NA,NA,NA,NA,11610000,1.953,11920,0.518,NA,NA,444.5,0.5928
