ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
8339,0.5296,NA,NA,NA,NA,14780,0.7525,2299,0.8511,NA,NA,805.1,1.209
4446,0.6821,NA,NA,NA,NA,10920,0.7427,2784,0.5092,NA,NA,693.7,0.7181
6923,0.5731,NA,NA,NA,NA,16790,0.6515,1668,0.7981,NA,NA,644.8,1.246
5966,0.595,NA,NA,NA,NA,43740,0.5272,1055,0.808,NA,NA,645.5,1.093
7184,0.5582,NA,NA,NA,NA,15170,0.6863,1894,1.24,NA,NA,714.3,1.152
8844,0.5898,NA,NA,NA,NA,25640,0.6598,999.6,0.8382,NA,NA,636.6,0.7706
5906,0.7767,NA,NA,NA,NA,10580,0.8226,1332,0.6164,NA,NA,497.8,0.9372
5962,0.5612,NA,NA,NA,NA,13510,0.6807,1621,1.036,NA,NA,689.1,1.323
5251,0.6161,NA,NA,NA,NA,13570,0.862,1986,1.465,NA,NA,724.3,1.398
8547,0.5214,NA,NA,NA,NA,23150,0.548,991.6,0.9654,NA,NA,660,1.015
7240,0.6264,NA,NA,NA,NA,25730,0.5827,2175,0.7415,NA,NA,880.9,1.009
8094,0.5629,NA,NA,NA,NA,13760,0.7611,1096,0.9596,NA,NA,808.4,0.8355
9724,0.5277,NA,NA,NA,NA,9172,0.9404,1442,0.8597,NA,NA,719.9,0.8325
8342,0.5751,NA,NA,NA,NA,16020,0.6098,1275,0.9204,NA,NA,603,0.747
7312,0.5873,NA,NA,NA,NA,14700,0.6297,1427,0.9698,NA,NA,757.9,1.187
6004,0.6856,NA,NA,NA,NA,14420,0.622,1366,0.7757,NA,NA,564,1.177
7240,0.5987,NA,NA,NA,NA,16840,0.5612,1445,0.8595,NA,NA,631.3,0.9511
6527,0.7099,NA,NA,NA,NA,11850,0.6831,1334,1.15,NA,NA,682.2,1.198
7259,0.523,NA,NA,NA,NA,12430,0.9223,1426,0.7639,NA,NA,565.3,1.274
4617,0.7603,NA,NA,NA,NA,6162,0.9055,1272,1.002,NA,NA,689.2,0.9023
5541,0.6086,NA,NA,NA,NA,18750,0.5976,1512,0.7146,NA,NA,685.3,0.757
17690,0.5001,NA,NA,NA,NA,11590,0.6766,1691,0.7443,NA,NA,714.5,1.125
10570,0.5364,NA,NA,NA,NA,10540,0.8569,1545,0.7517,NA,NA,691.4,1.455
7590,0.5914,NA,NA,NA,NA,9813,0.9263,1045,0.9114,NA,NA,517.7,0.8191
10200,0.5407,NA,NA,NA,NA,6166,1.068,926.6,0.8447,NA,NA,722.6,0.9216
8296,0.5633,NA,NA,NA,NA,6769,0.9335,1395,1.089,NA,NA,703.1,0.8722
8270,0.5392,NA,NA,NA,NA,16670,0.9125,1012,0.8837,NA,NA,680.1,1.079
11130,0.5068,NA,NA,NA,NA,19580,0.6795,1240,1.092,NA,NA,694.5,1.045
7529,0.5286,NA,NA,NA,NA,22560,0.5354,1423,1.045,NA,NA,758.7,1.019
8026,0.5732,NA,NA,NA,NA,25510,0.625,1305,1.182,NA,NA,716.8,0.9966
8344,0.6055,NA,NA,NA,NA,20450,0.6581,1466,1.238,NA,NA,699,1.114
7095,0.603,NA,NA,NA,NA,10280,0.9618,1269,0.9134,NA,NA,800.5,1.43
7909,0.5629,NA,NA,NA,NA,18530,0.5157,1412,1.204,NA,NA,613.8,1.271
9630,0.5264,NA,NA,NA,NA,39210,0.5126,1538,1.292,NA,NA,805,1.176
8762,0.5418,NA,NA,NA,NA,25960,0.7192,1786,0.9708,NA,NA,597.8,1.21
8312,0.5305,NA,NA,NA,NA,23590,0.5764,1022,0.9056,NA,NA,609.6,1.197
7249,0.5524,NA,NA,NA,NA,28180,0.5304,1135,1.008,NA,NA,583,1.392
7478,0.557,NA,NA,NA,NA,26990,0.6017,1497,0.7576,NA,NA,506.8,1.293
6932,0.5588,NA,NA,NA,NA,5547,1.196,1274,0.9722,NA,NA,649.2,1.005
7569,0.5451,NA,NA,NA,NA,14830,0.7625,1397,0.7279,NA,NA,898.4,1.181
7869,0.5843,NA,NA,NA,NA,22660,0.5257,1472,1.059,NA,NA,708.6,1.15
8890,0.5202,NA,NA,NA,NA,16970,0.7474,1058,1.025,NA,NA,686.1,1.189
11150,0.5169,NA,NA,NA,NA,32220,0.5537,1375,0.7614,NA,NA,850,1.356
8826,0.553,NA,NA,NA,NA,10300,0.7685,1303,0.9868,NA,NA,811,1.603
9137,0.5705,NA,NA,NA,NA,7521,1.236,1243,1.177,NA,NA,695.4,1.203
14240,0.5005,NA,NA,NA,NA,7065,1.112,1102,1.056,NA,NA,805.9,1.044
6898,0.542,NA,NA,NA,NA,6031,1.497,1415,1.021,NA,NA,842.2,0.9519
9317,0.5094,NA,NA,NA,NA,8856,0.9896,1572,0.9688,NA,NA,838.3,0.9945
7347,0.5405,NA,NA,NA,NA,7129,1.165,964.4,1.122,NA,NA,720,1.053
8928,0.5097,NA,NA,NA,NA,5863,1.514,1500,0.89,NA,NA,666.7,0.933
7915,0.5129,NA,NA,NA,NA,9366,1.105,1481,1.307,NA,NA,573.5,0.9729
8929,0.6252,NA,NA,NA,NA,17700,0.6229,1123,1.294,NA,NA,669.8,1.135
10770,0.5035,NA,NA,NA,NA,7839,0.8912,1394,1.596,NA,NA,790.1,1.241
10230,0.5365,NA,NA,NA,NA,19070,0.5275,1278,1.155,NA,NA,596.8,1.06
7777,0.5305,NA,NA,NA,NA,14730,0.5656,1102,1.219,NA,NA,701.9,1.064
11970,0.5151,NA,NA,NA,NA,11680,0.7433,1134,0.8158,NA,NA,616.6,1.087
12170,0.504,NA,NA,NA,NA,21690,0.6244,1026,0.7297,NA,NA,553.2,1.003
6824,0.6739,NA,NA,NA,NA,14040,0.6781,972.9,1.335,NA,NA,667.8,1.002
6486,0.6031,NA,NA,NA,NA,6510,1.291,1098,0.8933,NA,NA,710.6,1.119
8015,0.515,NA,NA,NA,NA,7862,1.175,1096,0.7742,NA,NA,649.9,1.427
6716,0.5611,NA,NA,NA,NA,9739,0.9755,1322,1.183,NA,NA,616.9,1.198
8550,0.505,NA,NA,NA,NA,12120,0.7947,1372,1.109,NA,NA,792.1,1.148
8155,0.5581,NA,NA,NA,NA,20670,0.5751,1379,0.7455,NA,NA,729.4,1.211
11200,0.5118,NA,NA,NA,NA,26620,0.5396,1520,1.195,NA,NA,801.3,1.329
10140,0.5331,NA,NA,NA,NA,7333,0.9767,1005,0.87,NA,NA,732.3,1.092
10620,0.5171,NA,NA,NA,NA,6545,1.052,1234,1.071,NA,NA,781.4,1.09
10260,0.5122,NA,NA,NA,NA,20730,0.5968,1082,1.079,NA,NA,805.7,1.278
9958,0.5224,NA,NA,NA,NA,31410,0.5341,1018,1.321,NA,NA,634.4,0.9255
6938,0.5364,NA,NA,NA,NA,14270,0.8051,1243,0.806,NA,NA,661.6,1.186
9154,0.5295,NA,NA,NA,NA,15100,0.7617,1248,1.045,NA,NA,705.8,1.191
7925,0.5196,NA,NA,NA,NA,16930,0.5817,1486,1.119,NA,NA,686.5,0.8052
12500,0.5164,NA,NA,NA,NA,7632,0.9166,1388,1.489,NA,NA,729.8,1.22
12180,0.5478,NA,NA,NA,NA,7251,1.117,1034,1.185,NA,NA,642.1,1.155
9434,0.5222,NA,NA,NA,NA,9865,0.7676,915.1,1.044,NA,NA,728.8,1.247
10700,0.5221,NA,NA,NA,NA,9322,0.9638,776.8,0.779,NA,NA,735.9,0.959
5967,0.5805,NA,NA,NA,NA,14080,0.8349,1165,1.314,NA,NA,996.8,1.374
8768,0.5387,NA,NA,NA,NA,26360,0.552,1045,1.034,NA,NA,782.1,1.293
9037,0.5271,NA,NA,NA,NA,26810,0.5639,1310,0.8425,NA,NA,777.3,1.387
6648,0.5481,NA,NA,NA,NA,11080,0.8293,1121,1.017,NA,NA,882.4,1.378
9354,0.5172,NA,NA,NA,NA,20260,0.5843,1127,0.5844,NA,NA,758.1,1.449
8181,0.509,NA,NA,NA,NA,19380,0.6529,1274,0.5956,NA,NA,940.4,1.654
6053,0.6078,NA,NA,NA,NA,7830,1.168,1223,0.9386,NA,NA,806.9,1.047
9265,0.5069,NA,NA,NA,NA,4369,1.627,1269,0.7329,NA,NA,659.5,1.341
7342,0.5509,NA,NA,NA,NA,9872,1.122,1784,0.5815,NA,NA,714.9,1.093
7707,0.6069,NA,NA,NA,NA,6040,1.317,1463,1.121,NA,NA,606.6,1.497
10820,0.5028,NA,NA,NA,NA,6128,1.253,1164,0.7244,NA,NA,682.3,1.096
8774,0.5684,NA,NA,NA,NA,15760,0.5922,1103,1.139,NA,NA,806.5,0.8726
10060,0.5126,NA,NA,NA,NA,25160,0.6117,1054,1.127,NA,NA,774.5,1.131
10060,0.5264,NA,NA,NA,NA,13680,0.7077,1097,1.091,NA,NA,1041,1.37
11000,0.5979,NA,NA,NA,NA,8430,0.8954,1275,0.9274,NA,NA,856.9,1.343
9715,0.5957,NA,NA,NA,NA,11020,0.6513,1177,0.8181,NA,NA,557.5,1.06
20290,0.5049,NA,NA,NA,NA,7470,0.9793,1043,0.9735,NA,NA,870,1.282
11250,0.5706,NA,NA,NA,NA,7979,0.8705,1092,0.7816,NA,NA,773.9,0.8434
7980,0.6637,NA,NA,NA,NA,27010,0.5988,1077,0.9747,NA,NA,885.3,1.323
7166,0.536,NA,NA,NA,NA,11220,0.9362,1294,0.8933,NA,NA,786.5,1.293
5836,0.6125,NA,NA,NA,NA,10630,0.7865,1564,1.056,NA,NA,773.5,1.014
9570,0.5342,NA,NA,NA,NA,15520,0.699,1582,0.949,NA,NA,792.2,1.008
