ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
135.2,0.8061,NA,NA,NA,NA,1.13E+09,1.712,31240,1.293,NA,NA,918.4,0.6769
70.9,1.15,NA,NA,NA,NA,167200000,0.8502,509700,0.8578,NA,NA,1292,0.5766
104.5,1.17,NA,NA,NA,NA,188700000,0.7337,22360000,1.306,NA,NA,1272,0.5466
92.93,1.327,NA,NA,NA,NA,3.51E+09,0.5183,5238000,1.666,NA,NA,854.8,0.7004
59.82,1.311,NA,NA,NA,NA,7091000,1.396,782100,1.891,NA,NA,1051,0.6134
61.96,1.154,NA,NA,NA,NA,100600,0.9266,54770,1.735,NA,NA,1007,0.5983
39.03,1.135,NA,NA,NA,NA,4586,1.272,44750000,0.7702,NA,NA,1102,0.574
80.13,1.013,NA,NA,NA,NA,20170000,0.8274,14840000,0.6685,NA,NA,988.6,0.5575
61.47,1.233,NA,NA,NA,NA,75780000,1.117,4942,1.94,NA,NA,689,0.6789
71.87,1.13,NA,NA,NA,NA,192800000,1.711,3.46E+09,0.5914,NA,NA,972,0.5751
77.08,1.176,NA,NA,NA,NA,941400,0.8787,9.70E+09,0.6745,NA,NA,1173,0.5785
160.6,1.014,NA,NA,NA,NA,1.44E+08,0.6561,155400000,1.932,NA,NA,862.1,0.6247
75.13,0.7572,NA,NA,NA,NA,29910000,0.7784,6297,0.9976,NA,NA,988.3,0.591
78.52,0.847,NA,NA,NA,NA,5259,1.491,239400000,1.949,NA,NA,1074,0.6493
74.04,1.495,NA,NA,NA,NA,41500000,0.6582,13160000,1.632,NA,NA,983.7,0.6195
73.28,1.01,NA,NA,NA,NA,124700,0.6032,126100,1.697,NA,NA,699.4,0.7075
82.3,1.334,NA,NA,NA,NA,61800000,1.839,117900,1.049,NA,NA,1514,0.5301
58.56,1.351,NA,NA,NA,NA,60780000,1.936,7612,1.858,NA,NA,1885,0.5206
69.5,1.257,NA,NA,NA,NA,178000,1.832,2239000,1.713,NA,NA,2052,0.5142
106.9,1.234,NA,NA,NA,NA,6822,1.932,73830000,1.06,NA,NA,425.8,0.8574
60.62,0.8667,NA,NA,NA,NA,2328000,1.478,3066000,0.5114,NA,NA,778.8,0.6549
88.45,1.689,NA,NA,NA,NA,5336000,1.178,986200,1.052,NA,NA,794.6,0.6462
82.12,1.567,NA,NA,NA,NA,164200,0.9707,63530,1.158,NA,NA,771.7,0.6181
81.15,1.528,NA,NA,NA,NA,8158000,1.951,2105000,1.5,NA,NA,1339,0.5531
61.2,1.33,NA,NA,NA,NA,32610,0.8943,1.39E+09,1.687,NA,NA,820.9,0.6511
72.7,1.153,NA,NA,NA,NA,1916,1.72,545400000,1.452,NA,NA,1152,0.5573
69.73,0.9496,NA,NA,NA,NA,6765,1.312,394600,0.6564,NA,NA,621.8,0.6813
48.26,1.055,NA,NA,NA,NA,3440000,1.426,97460000,0.6889,NA,NA,766.4,0.5933
74.41,1.184,NA,NA,NA,NA,31980,1.612,717100,1.913,NA,NA,592.6,0.6558
95.76,0.968,NA,NA,NA,NA,181100,1.287,333200,1.716,NA,NA,458.7,0.7158
109,1.386,NA,NA,NA,NA,60440000,1.2,88510000,0.7683,NA,NA,725.6,0.6657
198.4,0.6479,NA,NA,NA,NA,8.14E+09,0.7797,429600,1.003,NA,NA,1111,0.5445
198.6,0.5893,NA,NA,NA,NA,36590000,1.05,111600000,1.006,NA,NA,1160,0.5602
64.44,1.825,NA,NA,NA,NA,4462000,1.598,64780,1.589,NA,NA,852.2,0.6337
102.4,0.6874,NA,NA,NA,NA,109200000,1.874,201900000,0.7251,NA,NA,1065,0.6165
103.8,1.189,NA,NA,NA,NA,91180,1.515,4577,1.597,NA,NA,1003,0.5446
90.09,1.468,NA,NA,NA,NA,816800000,0.6507,42110000,0.5412,NA,NA,1416,0.56
92.89,1.252,NA,NA,NA,NA,866000,1.233,3427000,0.5693,NA,NA,1765,0.546
85.67,1.207,NA,NA,NA,NA,537100,1.743,1984000,1.112,NA,NA,1112,0.6105
100.2,0.9913,NA,NA,NA,NA,5021,1.823,816900000,1.331,NA,NA,745.1,0.7115
91.91,1.192,NA,NA,NA,NA,56260,1.232,3.39E+09,0.7517,NA,NA,661.3,0.7236
78.6,1.501,NA,NA,NA,NA,15880,1.683,15500000,1.559,NA,NA,697.3,0.7149
102.6,0.8071,NA,NA,NA,NA,656700000,1.308,103700000,1.694,NA,NA,564.1,0.8209
104.9,0.9658,NA,NA,NA,NA,7939000,1.317,106400,1.16,NA,NA,607.5,0.7359
67.64,1.373,NA,NA,NA,NA,14610,1.352,130400,0.5621,NA,NA,561.8,0.7421
116.7,1.085,NA,NA,NA,NA,55810,1.951,1944000,1.603,NA,NA,429.9,0.8532
154.6,1.082,NA,NA,NA,NA,977100000,1.074,216000,0.7718,NA,NA,542.7,0.8334
115.5,0.6672,NA,NA,NA,NA,17760000,0.558,522.3,1.517,NA,NA,811.1,0.6593
75.3,1.285,NA,NA,NA,NA,20320000,0.8843,2685000,1.48,NA,NA,1200,0.5685
62.05,1.269,NA,NA,NA,NA,1.99E+09,1.342,1373000,1.453,NA,NA,1010,0.5858
100.4,1.071,NA,NA,NA,NA,667000,1.101,414600,1.868,NA,NA,1592,0.5133
78.84,1.211,NA,NA,NA,NA,11160000,0.7439,12660,1.087,NA,NA,1059,0.5579
115.3,1.233,NA,NA,NA,NA,141800,1.687,36810,1.547,NA,NA,1543,0.5226
